ID_Transacao,Data_Lancamento,Data_Prevista,Data_Liquidacao,Valor_Previsto,Valor_Realizado,Status,Tipo_Lancamento,ID_Conta,ID_Fornecedor,Descricao,Canal,Saldo,Dias_em_Aberto,Dias_Divergencia,Faixa_Aging,Faixa_Aging_Div,Criticidade,Criticidade_Div,Ordem_Aging,Ordem_Aging_Div
TRX-02808,2024-08-14,2024-08-17,2024-08-17,46527.44,46527.44,Conciliado,Estorno,CT-008,FN-004,Ref. NF-4870,Débito,0.00,,,,,,,,
TRX-02605,2024-02-01,2024-02-03,2024-02-06,44976.87,44976.87,Conciliado,Pagamento,CT-003,FN-009,Ref. NF-9832,Pix,0.00,,,,,,,,
TRX-00366,2024-05-07,2024-05-10,2024-05-11,3458.87,3458.87,Conciliado,Pagamento,CT-006,FN-001,Ref. NF-6690,Débito,0.00,,,,,,,,
TRX-02945,2024-05-22,2024-06-03,2024-06-05,3181.76,3181.76,Conciliado,Pagamento,CT-005,FN-004,Ref. NF-8968,Pix,0.00,,,,,,,,
TRX-00152,2025-02-18,2025-02-20,2025-02-21,36070.61,36070.61,Conciliado,Pagamento,CT-008,FN-005,Ref. NF-7643,Boleto,0.00,,,,,,,,
TRX-02396,2025-01-22,2025-02-03,2025-02-04,41844.78,39389.55,Divergente,Pagamento,CT-007,FN-001,Ref. NF-1898,Ted,2455.23,,116,,91 a 120 dias,,Alto,,4
TRX-02428,2024-03-21,2024-03-23,2024-03-26,20605.86,20605.86,Conciliado,Pagamento,CT-003,FN-003,Ref. NF-1319,Débito,0.00,,,,,,,,
TRX-02765,2024-01-31,2024-02-15,2024-02-17,32011.09,32011.09,Conciliado,Pagamento,CT-005,FN-004,Ref. NF-8314,Pix,0.00,,,,,,,,
TRX-02527,2024-02-23,2024-03-05,2024-03-05,10175.73,10175.73,Conciliado,Pagamento,CT-008,FN-010,Ref. NF-2570,Boleto,0.00,,,,,,,,
TRX-01477,2024-05-19,2024-05-29,2024-05-31,22348.28,22348.28,Conciliado,Estorno,CT-003,FN-008,Ref. NF-4649,Boleto,0.00,,,,,,,,
TRX-01371,2024-04-17,2024-05-01,2024-05-01,30336.99,30336.99,Conciliado,Pagamento,CT-002,FN-008,Ref. NF-6251,Débito,0.00,,,,,,,,
TRX-00251,2024-10-15,2024-10-16,2024-10-16,40504.92,40504.92,Conciliado,Pagamento,CT-002,FN-006,Ref. NF-7858,Pix,0.00,,,,,,,,
TRX-02873,2024-04-22,2024-04-26,2024-04-29,7019.09,6354.31,Divergente,Recebimento,CT-004,FN-003,Ref. NF-2335,Boleto,664.78,,397,,+360 dias,,Máximo,,7
TRX-01888,2025-04-13,2025-04-28,2025-04-29,14475.16,12365.95,Divergente,Recebimento,CT-007,FN-010,Ref. NF-6582,Boleto,2109.21,,32,,31 a 60 dias,,Atenção,,2
TRX-01805,2025-02-25,2025-03-07,2025-03-09,43943.17,43943.17,Conciliado,Estorno,CT-008,FN-010,Ref. NF-5428,Débito,0.00,,,,,,,,
TRX-01608,2024-06-02,2024-06-11,2024-06-13,49998.76,49998.76,Conciliado,Estorno,CT-007,FN-008,Ref. NF-2945,Pix,0.00,,,,,,,,
TRX-00112,2025-03-22,2025-03-27,2025-03-29,46747.53,46747.53,Conciliado,Recebimento,CT-006,FN-009,Ref. NF-8361,Pix,0.00,,,,,,,,
TRX-02379,2024-06-15,2024-06-22,2024-06-25,24804.61,24804.61,Conciliado,Pagamento,CT-003,FN-008,Ref. NF-7030,Débito,0.00,,,,,,,,
TRX-01299,2025-02-08,2025-02-18,2025-02-21,47014.96,47014.96,Conciliado,Pagamento,CT-006,FN-009,Ref. NF-4585,Débito,0.00,,,,,,,,
TRX-02440,2024-04-28,2024-05-06,2024-05-07,9718.81,9718.81,Conciliado,Pagamento,CT-008,FN-003,Ref. NF-1871,Pix,0.00,,,,,,,,
TRX-02977,2024-01-18,2024-01-21,2024-01-23,20115.20,20115.20,Conciliado,Pagamento,CT-004,FN-002,Ref. NF-5468,Boleto,0.00,,,,,,,,
TRX-01978,2024-05-31,2024-06-01,2024-06-03,1719.52,1719.52,Conciliado,Pagamento,CT-006,FN-009,Ref. NF-7349,Débito,0.00,,,,,,,,
TRX-00656,2024-12-23,2025-01-03,2025-01-04,13087.26,11338.05,Divergente,Pagamento,CT-008,FN-003,Ref. NF-7297,Pix,1749.21,,147,,121 a 180 dias,,Crítico,,5
TRX-02929,2024-07-13,2024-07-19,2024-07-20,29418.56,29418.56,Conciliado,Pagamento,CT-007,FN-009,Ref. NF-1977,Débito,0.00,,,,,,,,
TRX-01703,2025-01-14,2025-01-19,2025-01-20,12105.56,12105.56,Conciliado,Pagamento,CT-007,FN-005,Ref. NF-8001,Pix,0.00,,,,,,,,
TRX-02476,2024-02-24,2024-02-26,2024-02-27,32658.49,29722.68,Divergente,Recebimento,CT-003,FN-001,Ref. NF-2804,Pix,2935.81,,459,,+360 dias,,Máximo,,7
TRX-01010,2024-07-24,2024-07-28,2024-07-28,22860.51,22860.51,Conciliado,Pagamento,CT-002,FN-006,Ref. NF-7113,Ted,0.00,,,,,,,,
TRX-01952,2024-10-01,2024-10-16,,38393.52,,Pendente,Pagamento,CT-001,FN-008,Ref. NF-8784,Débito,38393.52,227,,181 a 360 dias,,Muito Crítico,,6,
TRX-00801,2025-03-25,2025-03-30,2025-03-30,35803.26,35803.26,Conciliado,Estorno,CT-003,FN-002,Ref. NF-6810,Débito,0.00,,,,,,,,
TRX-01491,2025-02-04,2025-02-18,2025-02-19,39677.75,39677.75,Conciliado,Pagamento,CT-001,FN-009,Ref. NF-1821,Débito,0.00,,,,,,,,
TRX-00838,2024-03-04,2024-03-09,2024-03-12,23404.85,23404.85,Conciliado,Pagamento,CT-003,FN-008,Ref. NF-7694,Boleto,0.00,,,,,,,,
TRX-00371,2025-03-03,2025-03-06,2025-03-09,24525.83,24525.83,Conciliado,Pagamento,CT-004,FN-002,Ref. NF-5193,Pix,0.00,,,,,,,,
TRX-00443,2024-01-27,2024-01-30,2024-02-03,24075.18,22767.69,Divergente,Recebimento,CT-008,FN-005,Ref. NF-9690,Débito,1307.49,,483,,+360 dias,,Máximo,,7
TRX-02054,2024-09-19,2024-10-01,2024-10-02,10477.80,10477.80,Conciliado,Pagamento,CT-007,FN-004,Ref. NF-8743,Ted,0.00,,,,,,,,
TRX-01231,2025-03-27,2025-04-06,2025-04-06,39708.09,39708.09,Conciliado,Recebimento,CT-006,FN-010,Ref. NF-5699,Ted,0.00,,,,,,,,
TRX-00228,2024-08-10,2024-08-21,2024-08-23,42620.23,42620.23,Conciliado,Pagamento,CT-005,FN-005,Ref. NF-2223,Pix,0.00,,,,,,,,
TRX-01894,2024-05-25,2024-05-26,2024-05-28,43383.25,43383.25,Conciliado,Pagamento,CT-008,FN-006,Ref. NF-1639,Débito,0.00,,,,,,,,
TRX-02091,2024-06-18,2024-06-24,2024-06-24,17585.51,17585.51,Conciliado,Pagamento,CT-007,FN-008,Ref. NF-2502,Débito,0.00,,,,,,,,
TRX-02809,2024-03-07,2024-03-08,2024-03-11,3628.94,3628.94,Conciliado,Pagamento,CT-002,FN-003,Ref. NF-1647,Boleto,0.00,,,,,,,,
TRX-00232,2024-03-03,2024-03-04,2024-03-04,41271.83,41271.83,Conciliado,Pagamento,CT-003,FN-004,Ref. NF-2228,Pix,0.00,,,,,,,,
TRX-01061,2024-04-26,2024-04-30,2024-04-30,22037.82,22037.82,Conciliado,Estorno,CT-008,FN-007,Ref. NF-6296,Débito,0.00,,,,,,,,
TRX-01593,2024-12-01,2024-12-09,2024-12-12,10607.60,10607.60,Conciliado,Pagamento,CT-002,FN-002,Ref. NF-9120,Pix,0.00,,,,,,,,
TRX-00317,2025-03-15,2025-03-29,2025-03-29,36810.46,36810.46,Conciliado,Estorno,CT-004,FN-005,Ref. NF-4485,Pix,0.00,,,,,,,,
TRX-01470,2024-10-19,2024-10-23,2024-10-26,26833.02,26833.02,Conciliado,Estorno,CT-007,FN-008,Ref. NF-9037,Boleto,0.00,,,,,,,,
TRX-00221,2024-09-12,2024-09-26,2024-09-27,38779.78,38779.78,Conciliado,Pagamento,CT-003,FN-005,Ref. NF-1201,Pix,0.00,,,,,,,,
TRX-00484,2024-07-09,2024-07-17,2024-07-20,46061.48,46061.48,Conciliado,Pagamento,CT-005,FN-002,Ref. NF-9948,Débito,0.00,,,,,,,,
TRX-00595,2024-07-30,2024-08-08,,27163.14,,Pendente,Recebimento,CT-002,FN-002,Ref. NF-6783,Débito,27163.14,296,,181 a 360 dias,,Muito Crítico,,6,
TRX-02580,2024-04-10,2024-04-20,2024-04-23,39715.82,39715.82,Conciliado,Pagamento,CT-003,FN-007,Ref. NF-7366,Ted,0.00,,,,,,,,
TRX-00823,2024-05-27,2024-05-29,2024-05-29,46624.55,46624.55,Conciliado,Estorno,CT-004,FN-009,Ref. NF-5309,Débito,0.00,,,,,,,,
TRX-01614,2024-09-28,2024-10-04,2024-10-05,34596.95,34596.95,Conciliado,Pagamento,CT-008,FN-005,Ref. NF-4641,Débito,0.00,,,,,,,,
TRX-00253,2025-02-13,2025-02-23,2025-02-24,47478.54,47478.54,Conciliado,Pagamento,CT-008,FN-003,Ref. NF-8133,Pix,0.00,,,,,,,,
TRX-00068,2025-01-16,2025-01-24,2025-01-25,48258.81,46926.22,Divergente,Recebimento,CT-003,FN-008,Ref. NF-8486,Boleto,1332.59,,126,,121 a 180 dias,,Crítico,,5
TRX-00892,2024-12-27,2025-01-08,2025-01-08,41786.19,41786.19,Conciliado,Pagamento,CT-002,FN-007,Ref. NF-5546,Pix,0.00,,,,,,,,
TRX-02730,2024-01-03,2024-01-04,2024-01-05,43194.87,43194.87,Conciliado,Pagamento,CT-008,FN-009,Ref. NF-6577,Débito,0.00,,,,,,,,
TRX-01611,2024-07-30,2024-08-06,2024-08-08,47200.76,47200.76,Conciliado,Recebimento,CT-006,FN-007,Ref. NF-3429,Pix,0.00,,,,,,,,
TRX-01380,2025-03-02,2025-03-13,2025-03-14,36800.09,36800.09,Conciliado,Pagamento,CT-001,FN-004,Ref. NF-5570,Pix,0.00,,,,,,,,
TRX-02479,2024-02-28,2024-03-12,2024-03-12,33076.22,33076.22,Conciliado,Pagamento,CT-007,FN-009,Ref. NF-2765,Ted,0.00,,,,,,,,
TRX-00261,2024-05-03,2024-05-09,2024-05-10,48045.76,48045.76,Conciliado,Estorno,CT-008,FN-003,Ref. NF-2480,Débito,0.00,,,,,,,,
TRX-01305,2024-04-13,2024-04-14,,32447.64,,Pendente,Pagamento,CT-004,FN-007,Ref. NF-8540,Ted,32447.64,412,,+360 dias,,Máximo,,7,
TRX-02389,2024-02-14,2024-02-17,2024-02-17,6240.74,6240.74,Conciliado,Pagamento,CT-005,FN-003,Ref. NF-9232,Débito,0.00,,,,,,,,
TRX-00157,2024-02-09,2024-02-24,,27064.68,,Pendente,Pagamento,CT-004,FN-010,Ref. NF-4365,Pix,27064.68,462,,+360 dias,,Máximo,,7,
TRX-02377,2024-10-21,2024-10-30,2024-10-31,25190.55,25190.55,Conciliado,Pagamento,CT-004,FN-009,Ref. NF-1873,Pix,0.00,,,,,,,,
TRX-00914,2024-04-11,2024-04-20,2024-04-20,14444.84,14444.84,Conciliado,Recebimento,CT-001,FN-008,Ref. NF-5134,Débito,0.00,,,,,,,,
TRX-01048,2025-03-13,2025-03-26,2025-03-28,47173.86,47173.86,Conciliado,Recebimento,CT-006,FN-003,Ref. NF-2389,Boleto,0.00,,,,,,,,
TRX-01222,2024-03-21,2024-03-27,2024-03-28,20462.32,20462.32,Conciliado,Pagamento,CT-001,FN-003,Ref. NF-1381,Boleto,0.00,,,,,,,,
TRX-00012,2024-05-02,2024-05-03,2024-05-05,36729.43,34612.53,Divergente,Estorno,CT-002,FN-002,Ref. NF-9645,Ted,2116.90,,391,,+360 dias,,Máximo,,7
TRX-01368,2024-05-06,2024-05-20,,2143.41,,Pendente,Pagamento,CT-006,FN-004,Ref. NF-9934,Pix,2143.41,376,,+360 dias,,Máximo,,7,
TRX-01808,2024-03-27,2024-04-08,2024-04-09,40170.82,40170.82,Conciliado,Pagamento,CT-003,FN-001,Ref. NF-1287,Ted,0.00,,,,,,,,
TRX-00722,2024-02-21,2024-03-04,2024-03-04,5436.63,5436.63,Conciliado,Pagamento,CT-001,FN-010,Ref. NF-5385,Débito,0.00,,,,,,,,
TRX-01618,2024-02-15,2024-02-27,2024-02-27,36882.90,36882.90,Conciliado,Pagamento,CT-003,FN-010,Ref. NF-5333,Pix,0.00,,,,,,,,
TRX-02907,2024-12-04,2024-12-14,2024-12-14,28453.49,28453.49,Conciliado,Pagamento,CT-003,FN-006,Ref. NF-3285,Ted,0.00,,,,,,,,
TRX-00440,2024-05-26,2024-06-03,2024-06-03,12976.52,12976.52,Conciliado,Pagamento,CT-002,FN-005,Ref. NF-3476,Pix,0.00,,,,,,,,
TRX-00969,2024-01-24,2024-01-27,2024-01-27,26171.79,26171.79,Conciliado,Pagamento,CT-001,FN-003,Ref. NF-5801,Ted,0.00,,,,,,,,
TRX-01659,2024-09-03,2024-09-05,2024-09-05,32736.82,32736.82,Conciliado,Pagamento,CT-008,FN-006,Ref. NF-5825,Pix,0.00,,,,,,,,
TRX-00839,2024-01-30,2024-02-09,,22301.76,,Pendente,Pagamento,CT-006,FN-002,Ref. NF-3084,Pix,22301.76,477,,+360 dias,,Máximo,,7,
TRX-02489,2024-03-04,2024-03-11,2024-03-11,37427.57,37427.57,Conciliado,Recebimento,CT-003,FN-008,Ref. NF-9146,Boleto,0.00,,,,,,,,
TRX-02497,2025-02-19,2025-02-23,,48633.99,,Pendente,Pagamento,CT-008,FN-008,Ref. NF-5923,Boleto,48633.99,97,,91 a 120 dias,,Alto,,4,
TRX-01067,2024-12-30,2025-01-02,2025-01-05,11555.00,11555.00,Conciliado,Pagamento,CT-008,FN-004,Ref. NF-6243,Boleto,0.00,,,,,,,,
TRX-00362,2024-02-11,2024-02-25,2024-02-28,4033.54,4033.54,Conciliado,Pagamento,CT-005,FN-007,Ref. NF-5078,Pix,0.00,,,,,,,,
TRX-01552,2024-09-27,2024-10-11,2024-10-12,5090.93,5090.93,Conciliado,Pagamento,CT-005,FN-010,Ref. NF-6842,Pix,0.00,,,,,,,,
TRX-02669,2024-06-05,2024-06-08,2024-06-08,3784.00,3784.00,Conciliado,Pagamento,CT-007,FN-006,Ref. NF-2810,Pix,0.00,,,,,,,,
TRX-00295,2025-03-16,2025-03-22,2025-03-23,31396.30,31396.30,Conciliado,Pagamento,CT-004,FN-004,Ref. NF-3913,Débito,0.00,,,,,,,,
TRX-01701,2024-07-02,2024-07-16,2024-07-16,19235.77,19235.77,Conciliado,Estorno,CT-006,FN-004,Ref. NF-4241,Ted,0.00,,,,,,,,
TRX-01098,2024-01-17,2024-01-25,2024-01-25,35181.26,35181.26,Conciliado,Pagamento,CT-001,FN-005,Ref. NF-6751,Boleto,0.00,,,,,,,,
TRX-01582,2025-02-07,2025-02-09,2025-02-09,15600.81,15600.81,Conciliado,Pagamento,CT-001,FN-004,Ref. NF-8698,Boleto,0.00,,,,,,,,
TRX-01890,2024-08-21,2024-08-24,2024-08-27,20552.13,20552.13,Conciliado,Recebimento,CT-003,FN-006,Ref. NF-5817,Boleto,0.00,,,,,,,,
TRX-02656,2024-09-10,2024-09-18,2024-09-19,14486.36,14486.36,Conciliado,Pagamento,CT-005,FN-010,Ref. NF-9266,Boleto,0.00,,,,,,,,
TRX-02439,2024-11-03,2024-11-18,2024-11-20,22006.54,22006.54,Conciliado,Pagamento,CT-003,FN-008,Ref. NF-9513,Ted,0.00,,,,,,,,
TRX-00918,2024-06-21,2024-07-06,2024-07-06,9604.55,9604.55,Conciliado,Recebimento,CT-007,FN-001,Ref. NF-2907,Ted,0.00,,,,,,,,
TRX-02141,2024-10-20,2024-11-02,2024-11-04,27378.30,27378.30,Conciliado,Estorno,CT-001,FN-008,Ref. NF-3557,Ted,0.00,,,,,,,,
TRX-00721,2024-11-27,2024-12-02,2024-12-02,40966.21,40966.21,Conciliado,Pagamento,CT-003,FN-003,Ref. NF-7594,Pix,0.00,,,,,,,,
TRX-02045,2024-06-05,2024-06-08,,34573.10,,Pendente,Pagamento,CT-005,FN-002,Ref. NF-2004,Pix,34573.10,357,,181 a 360 dias,,Muito Crítico,,6,
TRX-00227,2024-07-30,2024-08-11,,5231.06,,Pendente,Recebimento,CT-002,FN-010,Ref. NF-2020,Boleto,5231.06,293,,181 a 360 dias,,Muito Crítico,,6,
TRX-00384,2024-05-06,2024-05-10,2024-05-13,34394.53,34394.53,Conciliado,Pagamento,CT-007,FN-006,Ref. NF-6644,Pix,0.00,,,,,,,,
TRX-02749,2024-09-24,2024-10-02,2024-10-04,18096.22,18096.22,Conciliado,Pagamento,CT-003,FN-005,Ref. NF-5144,Boleto,0.00,,,,,,,,
TRX-02589,2025-04-05,2025-04-12,2025-04-13,33745.10,33745.10,Conciliado,Pagamento,CT-003,FN-008,Ref. NF-1025,Boleto,0.00,,,,,,,,
TRX-00044,2024-08-26,2024-09-07,2024-09-09,30558.75,30558.75,Conciliado,Pagamento,CT-003,FN-010,Ref. NF-6111,Ted,0.00,,,,,,,,
TRX-01312,2024-03-12,2024-03-27,2024-03-28,7931.34,7931.34,Conciliado,Pagamento,CT-006,FN-003,Ref. NF-6733,Boleto,0.00,,,,,,,,
TRX-02620,2025-01-30,2025-01-31,2025-01-31,35002.90,35002.90,Conciliado,Estorno,CT-004,FN-001,Ref. NF-2833,Pix,0.00,,,,,,,,
TRX-02006,2024-11-27,2024-12-02,2024-12-03,45809.90,45809.90,Conciliado,Recebimento,CT-006,FN-004,Ref. NF-8924,Ted,0.00,,,,,,,,
TRX-01556,2024-06-29,2024-07-12,2024-07-12,977.31,977.31,Conciliado,Recebimento,CT-008,FN-004,Ref. NF-6009,Pix,0.00,,,,,,,,
TRX-01825,2024-12-19,2024-12-27,,37116.89,,Pendente,Recebimento,CT-008,FN-004,Ref. NF-4572,Pix,37116.89,155,,121 a 180 dias,,Crítico,,5,
TRX-02624,2024-05-28,2024-06-09,2024-06-10,28743.98,28743.98,Conciliado,Pagamento,CT-008,FN-004,Ref. NF-9367,Boleto,0.00,,,,,,,,
TRX-01335,2024-03-23,2024-04-05,2024-04-07,25900.69,25900.69,Conciliado,Recebimento,CT-006,FN-009,Ref. NF-3827,Pix,0.00,,,,,,,,
TRX-01485,2025-03-15,2025-03-28,2025-03-31,2624.08,2624.08,Conciliado,Pagamento,CT-004,FN-001,Ref. NF-4660,Pix,0.00,,,,,,,,
TRX-00592,2024-05-19,2024-05-29,2024-05-29,29465.38,29465.38,Conciliado,Recebimento,CT-006,FN-004,Ref. NF-3014,Ted,0.00,,,,,,,,
TRX-01523,2025-04-24,2025-04-28,2025-04-28,27426.61,27426.61,Conciliado,Estorno,CT-006,FN-004,Ref. NF-5002,Pix,0.00,,,,,,,,
TRX-02347,2024-12-11,2024-12-17,2024-12-18,1827.05,1827.05,Conciliado,Pagamento,CT-005,FN-006,Ref. NF-6199,Débito,0.00,,,,,,,,
TRX-01585,2024-01-21,2024-02-05,2024-02-08,44774.71,44774.71,Conciliado,Pagamento,CT-003,FN-004,Ref. NF-5579,Ted,0.00,,,,,,,,
TRX-00808,2024-03-10,2024-03-14,2024-03-14,40378.03,40378.03,Conciliado,Pagamento,CT-005,FN-001,Ref. NF-9516,Pix,0.00,,,,,,,,
TRX-01427,2024-03-24,2024-03-25,2024-03-27,15080.00,14216.64,Divergente,Pagamento,CT-004,FN-010,Ref. NF-5545,Pix,863.36,,430,,+360 dias,,Máximo,,7
TRX-02713,2024-02-04,2024-02-10,2024-02-11,48494.80,48494.80,Conciliado,Recebimento,CT-004,FN-002,Ref. NF-1496,Boleto,0.00,,,,,,,,
TRX-00894,2025-02-26,2025-03-11,2025-03-14,9042.97,9042.97,Conciliado,Pagamento,CT-005,FN-002,Ref. NF-1052,Débito,0.00,,,,,,,,
TRX-00207,2025-02-26,2025-03-02,2025-03-04,17218.88,17218.88,Conciliado,Pagamento,CT-006,FN-005,Ref. NF-1752,Débito,0.00,,,,,,,,
TRX-01004,2024-08-26,2024-08-31,2024-09-05,29757.61,27162.32,Divergente,Recebimento,CT-008,FN-008,Ref. NF-8809,Pix,2595.29,,268,,181 a 360 dias,,Muito Crítico,,6
TRX-02050,2024-02-17,2024-02-28,,43073.86,,Pendente,Estorno,CT-003,FN-007,Ref. NF-4270,Pix,43073.86,458,,+360 dias,,Máximo,,7,
TRX-01734,2024-01-06,2024-01-13,2024-01-15,47457.07,47457.07,Conciliado,Recebimento,CT-002,FN-008,Ref. NF-3528,Boleto,0.00,,,,,,,,
TRX-01598,2024-08-28,2024-09-04,2024-09-06,1693.27,1693.27,Conciliado,Recebimento,CT-005,FN-009,Ref. NF-7263,Pix,0.00,,,,,,,,
TRX-01509,2024-12-16,2024-12-22,2024-12-23,39507.13,39507.13,Conciliado,Estorno,CT-006,FN-004,Ref. NF-4427,Pix,0.00,,,,,,,,
TRX-02823,2024-03-28,2024-04-10,2024-04-12,44401.26,44401.26,Conciliado,Estorno,CT-007,FN-003,Ref. NF-2920,Débito,0.00,,,,,,,,
TRX-02775,2024-08-26,2024-09-01,2024-09-04,40972.48,40972.48,Conciliado,Pagamento,CT-006,FN-002,Ref. NF-6881,Débito,0.00,,,,,,,,
TRX-00698,2024-05-28,2024-06-02,2024-06-02,610.60,610.60,Conciliado,Pagamento,CT-005,FN-004,Ref. NF-8999,Débito,0.00,,,,,,,,
TRX-00491,2024-07-31,2024-08-03,2024-08-05,9707.32,9707.32,Conciliado,Recebimento,CT-003,FN-004,Ref. NF-8593,Débito,0.00,,,,,,,,
TRX-01882,2024-04-14,2024-04-29,2024-04-30,49819.76,49819.76,Conciliado,Pagamento,CT-005,FN-001,Ref. NF-2446,Pix,0.00,,,,,,,,
TRX-00370,2024-12-03,2024-12-12,2024-12-12,8129.51,8129.51,Conciliado,Pagamento,CT-008,FN-009,Ref. NF-1717,Boleto,0.00,,,,,,,,
TRX-00621,2024-11-26,2024-11-28,,25883.15,,Pendente,Pagamento,CT-005,FN-009,Ref. NF-2168,Boleto,25883.15,184,,181 a 360 dias,,Muito Crítico,,6,
TRX-01944,2024-02-16,2024-03-02,2024-03-03,20537.52,20537.52,Conciliado,Pagamento,CT-008,FN-002,Ref. NF-2530,Pix,0.00,,,,,,,,
TRX-01119,2025-04-20,2025-04-28,2025-05-01,28588.96,28588.96,Conciliado,Estorno,CT-005,FN-009,Ref. NF-7338,Débito,0.00,,,,,,,,
TRX-02038,2024-12-14,2024-12-24,2024-12-25,42605.26,42605.26,Conciliado,Pagamento,CT-003,FN-008,Ref. NF-6603,Débito,0.00,,,,,,,,
TRX-02475,2025-04-28,2025-05-12,2025-05-15,25053.32,25053.32,Conciliado,Recebimento,CT-002,FN-008,Ref. NF-7544,Ted,0.00,,,,,,,,
TRX-01689,2025-02-09,2025-02-12,2025-02-15,28701.71,28701.71,Conciliado,Pagamento,CT-002,FN-005,Ref. NF-8264,Ted,0.00,,,,,,,,
TRX-01610,2025-01-23,2025-02-02,2025-02-04,31978.14,31978.14,Conciliado,Pagamento,CT-001,FN-004,Ref. NF-5550,Ted,0.00,,,,,,,,
TRX-01616,2025-04-25,2025-04-27,,1386.00,,Pendente,Pagamento,CT-006,FN-010,Ref. NF-1996,Pix,1386.00,34,,31 a 60 dias,,Atenção,,2,
TRX-01083,2024-08-15,2024-08-22,2024-08-22,11157.78,11157.78,Conciliado,Pagamento,CT-001,FN-006,Ref. NF-5873,Pix,0.00,,,,,,,,
TRX-01972,2024-01-05,2024-01-19,2024-01-24,22669.30,21124.03,Divergente,Recebimento,CT-004,FN-010,Ref. NF-7917,Boleto,1545.27,,493,,+360 dias,,Máximo,,7
TRX-00145,2024-06-24,2024-07-03,2024-07-05,47888.20,47888.20,Conciliado,Pagamento,CT-008,FN-004,Ref. NF-9011,Boleto,0.00,,,,,,,,
TRX-02443,2024-11-16,2024-12-01,,22274.46,,Pendente,Pagamento,CT-008,FN-004,Ref. NF-2862,Pix,22274.46,181,,181 a 360 dias,,Muito Crítico,,6,
TRX-00251,2024-10-15,2024-10-16,2024-10-16,40504.92,40504.92,Conciliado,Pagamento,CT-002,FN-006,Ref. NF-7858,Pix,0.00,,,,,,,,
TRX-00350,2024-10-22,2024-11-01,2024-11-01,16591.97,16591.97,Conciliado,Pagamento,CT-005,FN-006,Ref. NF-3373,Débito,0.00,,,,,,,,
TRX-01692,2024-05-05,2024-05-11,2024-05-12,8435.94,8435.94,Conciliado,Estorno,CT-003,FN-003,Ref. NF-1766,Ted,0.00,,,,,,,,
TRX-00123,2024-12-19,2024-12-27,2024-12-27,30935.15,30935.15,Conciliado,Recebimento,CT-001,FN-006,Ref. NF-9406,Boleto,0.00,,,,,,,,
TRX-02998,2024-11-02,2024-11-04,2024-11-07,7857.45,7857.45,Conciliado,Recebimento,CT-001,FN-010,Ref. NF-6799,Pix,0.00,,,,,,,,
TRX-02695,2024-01-31,2024-02-09,2024-02-11,9557.13,9557.13,Conciliado,Pagamento,CT-005,FN-001,Ref. NF-9375,Pix,0.00,,,,,,,,
TRX-02572,2024-09-16,2024-09-25,2024-09-25,18743.41,18743.41,Conciliado,Pagamento,CT-002,FN-001,Ref. NF-4352,Boleto,0.00,,,,,,,,
TRX-02579,2024-07-15,2024-07-29,,5046.65,,Pendente,Estorno,CT-006,FN-004,Ref. NF-3362,Ted,5046.65,306,,181 a 360 dias,,Muito Crítico,,6,
TRX-00308,2025-01-17,2025-01-28,2025-01-28,2375.37,2375.37,Conciliado,Pagamento,CT-008,FN-006,Ref. NF-5237,Pix,0.00,,,,,,,,
TRX-01956,2024-02-25,2024-03-03,2024-03-03,38708.10,38708.10,Conciliado,Estorno,CT-007,FN-006,Ref. NF-7187,Boleto,0.00,,,,,,,,
TRX-02956,2024-06-10,2024-06-13,,17246.00,,Pendente,Estorno,CT-002,FN-004,Ref. NF-9440,Ted,17246.00,352,,181 a 360 dias,,Muito Crítico,,6,
TRX-00005,2025-01-30,2025-02-04,2025-02-06,14259.69,14259.69,Conciliado,Pagamento,CT-002,FN-007,Ref. NF-2169,Pix,0.00,,,,,,,,
TRX-01052,2024-06-13,2024-06-24,2024-06-26,35557.76,35557.76,Conciliado,Pagamento,CT-008,FN-004,Ref. NF-2003,Débito,0.00,,,,,,,,
TRX-00378,2025-04-15,2025-04-24,2025-04-25,2367.95,2367.95,Conciliado,Estorno,CT-003,FN-002,Ref. NF-2505,Débito,0.00,,,,,,,,
TRX-02455,2024-03-28,2024-04-09,2024-04-12,28431.87,28431.87,Conciliado,Pagamento,CT-008,FN-005,Ref. NF-3029,Ted,0.00,,,,,,,,
TRX-01793,2024-08-11,2024-08-23,2024-08-25,48622.37,48622.37,Conciliado,Pagamento,CT-004,FN-010,Ref. NF-3647,Pix,0.00,,,,,,,,
TRX-02418,2024-11-27,2024-12-05,2024-12-06,29207.94,29207.94,Conciliado,Pagamento,CT-005,FN-008,Ref. NF-7705,Ted,0.00,,,,,,,,
TRX-01227,2024-01-25,2024-02-04,2024-02-04,24882.76,24882.76,Conciliado,Pagamento,CT-002,FN-004,Ref. NF-2258,Ted,0.00,,,,,,,,
TRX-00038,2024-04-30,2024-05-05,2024-05-05,7966.12,7966.12,Conciliado,Pagamento,CT-002,FN-003,Ref. NF-8633,Boleto,0.00,,,,,,,,
TRX-00286,2024-09-22,2024-10-01,2024-10-01,17614.60,17614.60,Conciliado,Recebimento,CT-004,FN-008,Ref. NF-9283,Pix,0.00,,,,,,,,
TRX-00848,2025-04-18,2025-04-27,2025-04-30,13383.81,13383.81,Conciliado,Recebimento,CT-003,FN-010,Ref. NF-9096,Ted,0.00,,,,,,,,
